account,played,winnings,winnings even money,average bet size
0x9c7ee7417c54bd932f7cf047a96ae3b5d3f9146a,18,25.73004569021036,8.288820288065516,3.326666666666666
0x0df58d858792992fd9c3bbef07a93111e3b105a1,22,25.620049350532742,8.026421977584924,2.308659090909091
0x74538baab379a1a777166c27de723a2eaf4f08ce,51,25.604775348902887,12.652924291806986,1.8086035104404554
0xf5f568a6c210fa2bb0eaf4757546bd50d6985e28,1518,23.65822221860183,62.218269204875384,0.2880570289855076
0xe43acdebeb1938827972cc378e2f922a02d15a5f,67,17.316184626652404,5.7379729184637736,1.9029850746268657
0x745f5b3ab7f4f27bf4f7e01a4be954932a0848fc,5,15.09544279877645,4.4862711633159895,2.5656000000000003
0x3ef8fa2b1094c958aeb4f4e034c68096e2b38eb1,14,13.470338420257926,9.704116126004314,1.4389978571428572
0x068d10a60de98d623e19f0afce2342944cb87887,28,13.272383464606454,12.543179091478612,1.3182142857142856
0x3d16ac4d6806566d593289da75dcd5b735a49210,18,12.680125911749258,4.734038386674132,2.3357683333333337
0x13759e7c079338cf0bc3958dd99c1acb01a7b976,59,12.36052604604302,6.634505484110358,1.6617536118644067
0xf0e03ef0079251c906ee6fa05d28037291f8a651,540,12.326851737517133,28.910712572418706,0.28482649067058113
0x16503080e7f1d11ec631c80fe9a7cabd20384370,61,9.878829137352705,7.044817143485808,1.2595929164836057
0xf08b0161ebc48afe63e5b62117329b8390634dec,24,9.340989715275803,7.487646895048103,1.1795833333333334
0x4bb0cc2a33fa369a45328eef00783b0676020eae,12,9.152231758623383,7.009368469625179,1.0153244087805244
0x7ea58d4e42c084b335c50f3164de5c04e6ecdb5f,10,9.009865224431802,6.151448412468736,1.6176299999999997
0x6093d8613c12bd97ff113a602702c79743178b0e,37,8.696323847160347,1.1776083702415914,1.1633872544353885
0x9570528f458197f17304b9ca90d6fc600b00164a,30,8.668265153463638,7.175163803483876,1.2959999999999998
0x262ec9806e122e162b969eb49f66203fa18bc212,9,8.532307818956,6.006566194876646,1.5207777777777778
0xa86de15e2b5f966e1c7e38ed5356f6cc3da9a24f,205,8.149341764241509,22.437594588145252,0.24738490488302686
0x1301ecaa3d524ace6630addbbca566e0f0a28869,7,7.70649038217379,3.239479745133628,1.6500000000000001
0xa0b0e56f361310c0890c9937205ce3e2606b4715,50,7.55904114797836,6.884766611013349,0.9470000000000001
0x1ec2c4df481a391562986dbd62211921ed4a5afa,195,7.377275427265019,39.72395696744022,0.29646153846153833
0x851a390e7a62d909f3a0d0099196152f10403f86,26,6.9887534640333335,8.494512722440934,1.0377010540735119
0xb9f51a32cfe4c1425db44c56377c531f8f4cb6b4,9,6.8916893472194545,2.3897585681240847,3.7939795425004643
0x9404fbbe79f70da077a742dc3af50304b6b132e8,158,6.862547912850361,15.485785998795908,0.2915805243472212
0xb37a7f08ccd98fcbf9318994e03ebaa88013dc8b,142,6.775509242883255,25.107493798465004,0.2018759422431053
0x33bae3e87a31278bd034832640644a63b245a718,263,6.770896072532358,25.050132983697697,0.2398406871383877
0xc852017f1d2de16f423ce03fa242de62d397bf2e,222,6.76848599605643,5.3031316318740505,0.43617085815238393
0x033a7f46afc8a50133404fb3276b79c61f738b19,15,6.743300189973854,2.784232231297188,1.4806533333333332
0xf67bd63c82194488c7c67151546caf4c172cd4a5,14,6.401277325639743,1.5534901702441812,0.696782328991956
0x6fc076b28ecf04fac6187f8c2d89d58bbd7738ef,42,6.354501018304236,10.44826970671442,0.4329457142857142
0xd6786017914e3002ff3435c66b813d04bcc6b535,57,6.228088155879653,7.2520603882459636,0.3889211085003095
0x7e75705ee28b80b514e96435399c24f01b1b7a3b,39,6.07335118147698,4.515770041733132,0.9271794871794873
0xaec8a78a5b524a85a73356f5e433f8df5920a7b8,435,6.0575666960265835,34.36712881838057,0.12321733325967432
0x5d97dc288a1ff4298f5776cae441e2e3d22c3ba6,65,6.004060156440619,6.596675426797589,0.5096321328074677
0x4fb473c8d74b1f77a3ad9f6aa6ea47daaf706d4e,132,5.963528061095541,6.022188964147739,0.6250757575757576
0xbdb7819a671b83e04800a98e00294a67d7d2ec7a,42,5.896964722060725,7.804965689445256,0.8040511945630601
0x2abc8f5fc19d5996c40a3e6b32b00536b53274e7,58,5.872728840574242,8.368773167907856,0.4913793103448276
0x034a2b08af66a66572df83bbc75951aa24b3a074,276,5.853813158735769,20.27374687511709,0.20544172351889034
0x6397b8f2f3ec2ea4000f0172a34e7a9743035cb3,364,5.665926722588222,14.50790455551845,0.5592994505494502
0x10853142444dc0c2de2f339a3d0d9e914a77ff3e,91,5.6469954810860745,20.157943693863242,0.48471865487391824
0x131ed61e2f4d759a54125699ef5eae64f88976fc,209,5.578321281066814,9.32134831363578,0.6636191219521652
0x6c9b57386d791ed96cbf7fb42ff9dd4b375f4885,350,5.2418310691518215,29.570282139405315,1.0180478118318281
0x2be50af0313c01cd5c96a053e7d332db911f72a3,1899,5.2037200139587965,-0.32389772907676706,0.016409402483412088
0xf6a26e6522f3b4828bcba095fa19b1f7f217c3eb,410,5.1909730566041885,-4.974577659748942,0.21971874128629876
0x953c17b38edbdfda1b872561c1eb1f34240cf647,37,5.146898843530428,4.509553781387359,0.38971164737011277
0x55edeaadb0ad22b53af334692f668ce33fc814e2,424,5.009322207964797,10.018644415929595,0.5
0xb701d13a0127a0473bea9895b4da65d0e270ad2f,633,4.855698445953517,65.53817957486982,0.06447709320695108
0x6c125f7b55f02ef731b7e130743e06a2daa7da0a,42,4.812797142013763,1.7825843796450365,0.5392857142857144
